id,release_year,runtime,genres,seasons,imdb_score,imdb_votes
ts23238,2014,11,"['action', 'scifi', 'animation', 'comedy', 'family', 'fantasy']",2,6.8,6560
ts36836,2013,20,['comedy'],1,8.3,4022
ts32271,2013,49,['drama'],3,8.6,7585
ts35486,2014,54,"['drama', 'comedy']",1,7.3,451
ts2727,2013,26,"['comedy', 'drama', 'european']",3,8.1,33776
ts35682,2013,46,"['drama', 'crime', 'thriller']",9,8.6,22886
ts75104,2014,45,"['crime', 'action']",2,6.2,730
ts88394,2014,28,"['documentation', 'family']",3,8.6,516
ts32060,2013,24,"['family', 'comedy', 'drama']",1,5.6,10400
ts22426,2014,23,"['action', 'scifi', 'animation', 'drama', 'fantasy', 'romance']",2,7.1,3656
ts314002,2014,24,"['action', 'scifi', 'fantasy', 'animation', 'comedy']",5,7.9,33572
ts98340,2014,84,['western'],1,0.0,0
ts35570,2014,25,"['comedy', 'european']",3,8.0,21080
ts353019,2013,34,[],2,0.0,0
ts42168,2014,57,"['action', 'drama', 'war', 'history']",5,7.9,37909
ts20014,2014,24,"['animation', 'scifi', 'comedy', 'drama', 'fantasy', 'romance', 'action', 'family']",4,7.8,2249
ts20709,2013,24,"['comedy', 'drama', 'sport', 'animation']",5,7.7,894
ts32218,2013,24,"['comedy', 'scifi', 'action', 'drama', 'family']",4,5.7,6034
ts20336,2014,57,"['drama', 'romance', 'action', 'crime', 'thriller', 'european']",4,8.1,6360
ts22383,2013,10,"['animation', 'comedy', 'family', 'european']",4,5.4,2023
ts21368,2014,76,"['action', 'romance', 'crime', 'drama']",2,7.5,6662
ts2161,2013,3,"['animation', 'family', 'comedy', 'fantasy', 'action', 'european']",4,6.2,893
ts34066,2013,25,"['comedy', 'scifi', 'drama', 'action', 'family', 'fantasy', 'romance']",4,6.7,4236
ts20883,2014,23,"['comedy', 'family']",4,5.2,2909
ts57744,2014,14,['animation'],9,0.0,0
ts35244,2014,43,['reality'],5,7.1,1230
ts83239,2014,4,"['animation', 'family', 'comedy']",4,7.0,452
ts53641,2013,23,['animation'],3,4.4,114
ts37187,2014,46,"['crime', 'drama', 'romance']",5,6.9,415
ts22445,2013,59,"['comedy', 'drama', 'romance']",1,7.5,11588
ts34074,2013,63,['drama'],1,7.6,1990
ts20781,2014,73,['drama'],1,8.5,2209
ts33840,2013,23,"['scifi', 'romance', 'animation', 'drama', 'fantasy']",2,7.4,1263
ts10206,2013,29,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'music', 'romance']",5,7.8,1326
ts3799,2014,23,"['comedy', 'family', 'fantasy', 'animation', 'action']",5,7.1,2169
ts82979,2014,9,"['comedy', 'drama', 'family', 'action', 'animation', 'fantasy', 'european']",5,6.1,411
ts35628,2014,24,"['comedy', 'documentation', 'reality']",4,8.5,22
ts36127,2013,19,"['comedy', 'family', 'sport', 'scifi', 'animation', 'action']",3,6.4,648
ts76743,2013,23,"['action', 'animation', 'drama', 'fantasy', 'family', 'comedy']",2,6.2,204
