platform,id,release_year,runtime,genres,seasons,imdb_score,imdb_votes
Netflix,ts222438,2020,28,"['scifi', 'action']",1,0.0,0
Netflix,ts110637,2019,52,"['drama', 'fantasy', 'horror', 'scifi', 'crime']",2,6.5,1581
Netflix,ts89656,2019,46,"['scifi', 'fantasy', 'romance', 'drama']",1,7.3,268
Netflix,ts93066,2019,40,"['scifi', 'drama', 'reality']",1,4.6,16918
Netflix,ts269442,2020,54,['documentation'],1,8.5,1100
Netflix,ts215869,2019,38,"['reality', 'documentation']",1,5.7,395
Netflix,ts87372,2019,24,"['action', 'animation', 'fantasy']",1,6.1,690
Netflix,ts225651,2020,25,"['drama', 'comedy', 'romance']",2,7.5,11977
Netflix,ts86726,2019,37,['reality'],1,6.6,3741
Netflix,ts361288,2019,39,"['family', 'fantasy', 'scifi', 'animation', 'action', 'comedy']",4,8.0,1419
Netflix,ts87224,2019,38,"['scifi', 'drama', 'fantasy']",2,6.3,2588
Netflix,ts226602,2020,53,"['crime', 'documentation']",1,7.0,3475
Netflix,ts95011,2020,48,['documentation'],1,7.4,129
Netflix,ts269397,2020,12,"['comedy', 'animation']",3,5.9,421
Netflix,ts218564,2019,44,['documentation'],1,6.7,1101
Netflix,ts217719,2019,34,"['documentation', 'sport']",1,7.3,669
Netflix,ts252856,2020,45,"['documentation', 'history']",1,7.8,7348
Netflix,ts187541,2019,80,"['comedy', 'scifi', 'drama', 'romance', 'action', 'fantasy', 'horror']",1,8.1,10323
Netflix,ts268648,2020,30,"['documentation', 'music']",1,6.9,427
Netflix,ts222609,2019,30,"['drama', 'romance', 'reality']",1,7.6,1347
Netflix,ts224906,2020,45,"['drama', 'romance']",1,7.7,276
Netflix,ts236033,2020,37,['comedy'],1,0.0,0
Netflix,ts242210,2020,62,"['scifi', 'drama', 'fantasy', 'thriller']",1,7.1,561
Netflix,ts88076,2019,66,"['drama', 'comedy', 'scifi', 'fantasy', 'romance']",1,7.9,881
Netflix,ts82912,2020,54,"['drama', 'thriller', 'crime', 'history']",2,7.3,61510
Netflix,ts221293,2020,72,"['drama', 'scifi']",1,0.0,0
Netflix,ts87488,2019,24,"['comedy', 'family', 'action']",1,5.6,1064
Netflix,ts272134,2020,24,"['animation', 'action', 'scifi']",1,0.0,0
Netflix,ts236747,2020,51,['comedy'],1,8.6,5631
Netflix,ts89291,2019,46,"['drama', 'comedy']",2,6.8,1429
Netflix,ts225430,2020,68,"['comedy', 'drama', 'scifi', 'fantasy']",1,8.0,2390
Netflix,ts306187,2019,29,"['comedy', 'family']",5,6.6,3177
Netflix,ts237560,2020,57,"['crime', 'documentation']",1,7.1,25858
Netflix,ts90356,2019,44,"['reality', 'drama']",4,7.4,746
Netflix,ts88721,2019,30,"['comedy', 'drama']",2,7.6,9821
Netflix,ts269157,2020,49,"['documentation', 'crime']",1,7.0,2405
Netflix,ts121489,2019,22,"['horror', 'thriller', 'drama']",4,5.6,2080
Netflix,ts221851,2019,60,"['thriller', 'drama', 'crime']",1,7.0,450
Netflix,ts255926,2020,25,"['comedy', 'drama', 'romance']",1,7.5,16978
Netflix,ts129445,2019,53,"['drama', 'history']",1,7.9,44358
Netflix,ts88909,2019,54,['reality'],4,6.9,2559
Netflix,ts256297,2020,70,"['scifi', 'fantasy', 'romance']",1,5.8,182
Netflix,ts252166,2020,67,"['action', 'crime', 'romance', 'thriller', 'drama']",1,6.5,692
Netflix,ts215683,2019,44,"['action', 'drama', 'fantasy', 'horror', 'romance', 'comedy']",1,8.8,7131
Netflix,ts225101,2020,80,"['drama', 'comedy', 'romance']",1,8.0,11556
Netflix,ts90980,2019,15,['comedy'],1,7.5,3075
Netflix,ts226468,2020,43,"['drama', 'romance']",3,6.1,2919
Netflix,ts258169,2020,38,['reality'],1,5.9,320
Netflix,ts224891,2020,40,"['drama', 'comedy']",1,0.0,0
Netflix,ts89282,2019,61,"['drama', 'thriller', 'action', 'crime']",2,6.5,7953
Netflix,ts215378,2020,46,"['comedy', 'drama', 'romance']",2,7.4,15426
Netflix,ts86165,2019,56,"['drama', 'scifi', 'thriller']",1,7.1,32272
Netflix,ts251779,2020,67,"['thriller', 'scifi', 'drama', 'fantasy']",2,7.8,692
Netflix,ts251560,2020,60,"['drama', 'comedy', 'romance', 'music']",1,7.3,1928
Netflix,ts190462,2020,30,"['comedy', 'drama']",2,7.5,2873
Netflix,ts89679,2019,71,['drama'],1,7.0,105
Netflix,ts223238,2020,53,"['scifi', 'drama', 'romance']",1,7.6,2864
Netflix,ts225912,2020,42,"['action', 'thriller', 'drama', 'scifi']",2,6.8,10381
Netflix,ts226403,2020,50,['reality'],1,6.8,816
Netflix,ts223192,2020,92,"['comedy', 'drama']",2,8.8,6035
Netflix,ts105825,2019,47,"['crime', 'drama', 'thriller', 'scifi']",1,7.1,14925
Netflix,ts83810,2019,24,"['scifi', 'action', 'fantasy', 'animation']",1,6.7,1270
Netflix,ts236725,2020,48,['documentation'],1,8.7,2441
Netflix,ts106141,2019,44,"['thriller', 'drama']",2,5.8,720
Netflix,ts214718,2019,55,"['drama', 'comedy']",1,0.0,0
Netflix,ts236850,2020,41,"['action', 'drama']",1,7.7,224
Netflix,ts83491,2019,52,"['drama', 'thriller', 'romance']",1,6.3,15975
Netflix,ts255880,2020,28,['reality'],4,5.7,1400
Netflix,ts223759,2020,67,"['crime', 'documentation', 'sport']",1,7.4,17873
Netflix,ts219162,2019,53,['documentation'],1,7.8,11250
Netflix,ts106536,2020,55,"['crime', 'drama', 'thriller']",1,6.6,17527
Netflix,ts82739,2019,47,"['drama', 'crime']",2,6.4,955
Netflix,ts83082,2019,27,"['comedy', 'drama', 'scifi']",1,7.2,32941
Netflix,ts250871,2020,43,"['crime', 'documentation']",1,7.2,1758
Netflix,ts88744,2019,8,"['documentation', 'sport', 'comedy', 'european']",1,7.6,1872
Netflix,ts224907,2020,62,"['comedy', 'drama', 'romance', 'action']",1,7.5,3259
Netflix,ts87986,2019,65,"['drama', 'music', 'comedy']",1,7.6,2107
Netflix,ts219080,2020,48,"['war', 'drama', 'crime', 'thriller']",1,8.2,19637
Netflix,ts268799,2020,46,"['scifi', 'drama']",1,0.0,0
Netflix,ts218176,2020,26,"['comedy', 'family']",1,6.3,2559
Netflix,ts226617,2020,64,"['documentation', 'crime', 'drama']",1,8.0,2622
Netflix,ts221151,2019,43,['documentation'],1,7.0,595
Netflix,ts223456,2020,48,['documentation'],1,6.4,2820
Netflix,ts225379,2020,67,"['drama', 'thriller', 'crime']",2,0.0,0
Netflix,ts224859,2020,54,"['documentation', 'crime']",1,7.7,7742
Netflix,ts254817,2020,43,"['crime', 'documentation']",1,7.3,1394
Netflix,ts236332,2020,20,['documentation'],1,3.9,1571
Netflix,ts213544,2019,50,"['comedy', 'drama', 'history', 'romance']",1,8.1,2415
Netflix,ts251929,2020,28,['reality'],1,6.5,114
Netflix,ts236501,2020,41,"['drama', 'comedy', 'romance']",2,6.5,6140
Netflix,ts225867,2020,47,['drama'],1,0.0,0
Netflix,ts268551,2020,70,"['drama', 'romance']",1,7.5,3970
Netflix,ts85398,2019,50,['documentation'],1,9.3,45070
Netflix,ts252318,2020,28,['reality'],1,4.2,859
Netflix,ts89182,2019,49,"['drama', 'comedy', 'horror', 'thriller']",1,6.4,136
Netflix,ts286390,2019,45,"['drama', 'comedy']",2,7.7,3010
Netflix,ts215012,2020,23,"['family', 'fantasy', 'scifi', 'animation', 'action', 'comedy']",3,8.3,6278
Netflix,ts252015,2020,28,"['comedy', 'family']",2,5.6,244
Netflix,ts83657,2019,48,"['scifi', 'horror', 'drama', 'fantasy']",2,6.7,30346
Netflix,ts225716,2019,46,"['comedy', 'family']",3,7.4,4477
Netflix,ts225460,2020,53,"['drama', 'thriller', 'crime']",1,0.0,0
Netflix,ts84663,2019,43,"['comedy', 'drama']",2,7.5,23346
Netflix,ts86365,2019,12,"['animation', 'comedy', 'drama', 'family']",1,8.3,1764
Netflix,ts269740,2020,50,"['drama', 'comedy']",3,6.4,616
Netflix,ts254045,2020,24,['comedy'],1,0.0,0
Netflix,ts90937,2020,53,['drama'],1,7.5,9957
Netflix,ts106126,2019,50,"['drama', 'history']",1,7.6,5382
Netflix,ts236769,2020,23,['documentation'],1,7.6,2341
Netflix,ts218888,2020,24,"['action', 'animation', 'scifi', 'comedy', 'fantasy']",1,7.2,2940
Netflix,ts89048,2019,48,['drama'],2,7.5,2535
Netflix,ts218890,2020,24,"['action', 'scifi', 'animation', 'fantasy']",1,6.1,648
Netflix,ts254293,2020,44,['reality'],1,7.1,1295
Netflix,ts222802,2019,44,"['scifi', 'action', 'comedy', 'drama', 'fantasy', 'romance']",2,7.2,331
Netflix,ts251512,2020,63,['documentation'],1,7.6,1171
Netflix,ts219561,2019,22,['documentation'],2,8.0,5651
Netflix,ts104840,2019,57,"['music', 'crime', 'drama', 'documentation', 'reality']",1,7.5,2794
Netflix,ts90621,2019,41,"['comedy', 'drama']",2,9.0,73794
Netflix,ts87680,2019,58,['drama'],1,5.9,1061
Netflix,ts89881,2019,29,['comedy'],3,7.1,7365
Netflix,ts88485,2019,27,"['animation', 'action', 'family', 'comedy', 'drama', 'romance', 'fantasy']",2,8.2,2844
Netflix,ts91125,2019,66,['war'],2,0.0,0
Netflix,ts222367,2019,49,['drama'],1,6.2,2859
Netflix,ts88146,2019,59,"['documentation', 'comedy']",1,7.3,600
Netflix,ts223895,2020,57,"['scifi', 'comedy', 'drama', 'fantasy']",2,7.9,1835
Netflix,ts188991,2020,50,"['crime', 'drama', 'thriller']",1,6.3,5196
Netflix,ts87364,2019,59,"['documentation', 'crime', 'history']",1,7.8,27439
Netflix,ts284800,2019,44,"['drama', 'crime', 'thriller']",2,7.6,19511
Netflix,ts251119,2020,43,"['drama', 'romance', 'sport']",1,6.5,25
Netflix,ts269690,2020,17,['comedy'],1,7.4,1167
Netflix,ts113748,2019,14,"['comedy', 'family', 'fantasy', 'animation', 'action']",1,6.8,734
Netflix,ts213071,2019,48,"['thriller', 'drama']",1,6.0,53
Netflix,ts93611,2020,41,"['drama', 'fantasy', 'horror', 'scifi']",1,6.2,11611
Netflix,ts257301,2020,54,['reality'],3,6.9,921
Netflix,ts262778,2020,21,"['action', 'family', 'fantasy', 'animation']",2,6.8,153
Netflix,ts216513,2020,25,"['comedy', 'drama', 'family', 'fantasy', 'action']",1,6.6,997
Netflix,ts89075,2019,75,"['drama', 'comedy', 'romance']",2,7.7,4836
Netflix,ts243256,2020,20,"['comedy', 'drama']",1,5.9,688
Netflix,ts221653,2019,14,"['scifi', 'comedy', 'animation']",3,8.0,44
Netflix,ts224072,2020,47,"['drama', 'history']",1,7.3,12523
Netflix,ts79695,2019,44,"['drama', 'crime', 'music']",3,6.7,1282
Netflix,ts83107,2019,42,"['drama', 'scifi', 'horror']",1,6.0,14357
Netflix,ts82851,2020,45,"['drama', 'thriller']",1,7.6,44294
Netflix,ts223308,2019,20,['comedy'],1,7.0,634
Netflix,ts105047,2019,51,"['drama', 'scifi', 'thriller']",2,7.2,13752
Netflix,ts216493,2019,50,"['drama', 'comedy']",2,7.7,6475
Netflix,ts237773,2020,47,"['drama', 'thriller', 'scifi']",1,0.0,0
Netflix,ts218986,2019,67,['drama'],1,0.0,0
Netflix,ts218803,2019,27,"['documentation', 'reality']",2,7.5,12
Netflix,ts222455,2019,46,"['documentation', 'crime', 'history']",1,7.5,14087
Netflix,ts101408,2020,45,"['thriller', 'crime', 'drama']",1,6.8,9725
Netflix,ts87599,2019,58,"['drama', 'romance']",1,7.2,189
Netflix,ts91039,2019,31,['documentation'],2,8.2,5327
Netflix,ts251587,2020,47,"['drama', 'crime']",1,7.1,485
Netflix,ts222838,2019,33,['reality'],1,0.0,0
Netflix,ts90648,2019,45,['drama'],1,0.0,0
Netflix,ts217045,2019,25,"['animation', 'action', 'scifi']",1,7.0,589
Netflix,ts215166,2019,24,"['action', 'crime', 'drama']",1,6.4,409
Netflix,ts90645,2019,64,"['action', 'drama', 'romance', 'thriller']",1,6.8,626
Netflix,ts225410,2020,38,"['drama', 'documentation']",1,0.0,0
Netflix,ts271247,2019,14,"['animation', 'action', 'family', 'comedy']",4,6.7,228
Netflix,ts221365,2019,40,['drama'],1,0.0,0
Netflix,ts87473,2020,24,"['scifi', 'animation', 'romance', 'action', 'drama', 'horror']",2,6.3,1561
Netflix,ts225718,2020,46,"['drama', 'action', 'fantasy', 'thriller']",1,6.6,5887
Netflix,ts269073,2020,37,"['reality', 'romance', 'documentation']",2,4.3,10206
Netflix,ts223404,2020,76,"['drama', 'comedy', 'romance']",1,8.6,26432
Netflix,ts86946,2019,42,"['scifi', 'romance']",1,5.8,3178
Netflix,ts89014,2019,10,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'drama', 'action']",2,7.2,1442
Netflix,ts221366,2019,40,"['thriller', 'drama']",1,0.0,0
Netflix,ts251067,2020,27,"['comedy', 'drama', 'family']",2,7.5,4288
Netflix,ts217389,2020,34,"['drama', 'comedy']",2,6.7,2221
Netflix,ts59542,2020,41,"['drama', 'comedy']",1,0.0,0
Netflix,ts255809,2020,58,"['crime', 'documentation']",1,7.0,2599
Netflix,ts220751,2019,22,"['family', 'scifi', 'animation', 'comedy', 'action']",1,6.8,332
Netflix,ts217891,2019,24,"['action', 'scifi', 'animation', 'fantasy']",2,4.6,1981
Netflix,ts241248,2020,9,"['family', 'comedy', 'animation']",6,4.6,732
Netflix,ts89895,2019,6,"['animation', 'comedy', 'family', 'fantasy']",3,6.6,276
Netflix,ts88841,2020,51,"['scifi', 'comedy', 'drama', 'fantasy']",1,6.4,1337
Netflix,ts314529,2020,12,[],3,0.0,0
Netflix,ts236653,2020,37,['reality'],1,6.6,403
Netflix,ts225162,2020,51,"['documentation', 'reality']",2,0.0,0
Netflix,ts227385,2020,19,"['scifi', 'action']",3,0.0,0
Netflix,ts223242,2020,66,"['drama', 'romance', 'comedy']",1,7.1,971
Netflix,ts88271,2019,12,['documentation'],4,7.7,676
Netflix,ts251616,2020,38,"['reality', 'music']",1,5.7,146
Netflix,ts269501,2020,50,"['documentation', 'music']",1,7.6,1294
Netflix,ts236091,2020,68,"['drama', 'comedy', 'family', 'romance']",1,7.1,292
Netflix,ts100354,2019,45,"['crime', 'drama', 'history', 'sport']",1,7.9,786
Netflix,ts236051,2020,32,"['documentation', 'sport']",3,7.4,827
Netflix,ts104168,2019,45,"['action', 'drama']",2,6.9,1952
Netflix,ts242244,2020,26,"['scifi', 'animation', 'action', 'drama']",1,6.4,3215
Netflix,ts225377,2020,34,"['drama', 'romance', 'comedy']",1,7.5,1616
Netflix,ts216698,2019,29,['reality'],1,0.0,0
Netflix,ts222325,2019,34,['documentation'],2,7.7,590
Netflix,ts108392,2020,47,"['family', 'fantasy', 'action', 'scifi']",1,6.0,7884
Netflix,ts224261,2020,35,['reality'],1,5.9,109
Netflix,ts187443,2020,53,"['thriller', 'crime', 'drama']",1,6.6,4385
Netflix,ts86928,2019,75,"['action', 'drama', 'history', 'romance']",1,8.0,1156
Netflix,ts113637,2019,61,"['documentation', 'crime']",1,7.1,2127
Netflix,ts256764,2020,24,"['scifi', 'drama', 'animation', 'action', 'comedy', 'fantasy', 'history', 'war']",2,8.3,1807
Netflix,ts225539,2020,59,"['drama', 'romance']",1,7.7,920
Netflix,ts76382,2019,24,"['action', 'family', 'thriller', 'animation']",4,7.9,6171
Netflix,ts256134,2020,24,"['reality', 'music']",1,6.9,180
Netflix,ts228502,2020,19,['comedy'],1,5.0,965
Netflix,ts90812,2019,62,['drama'],1,7.9,102
Netflix,ts237111,2020,27,['comedy'],2,6.9,1017
Netflix,ts235689,2020,64,['reality'],2,5.1,122
Netflix,ts251072,2020,55,['drama'],1,6.7,70
Netflix,ts87221,2019,65,"['comedy', 'drama']",1,6.8,145
Netflix,ts237556,2020,29,['comedy'],2,4.3,192
Netflix,ts257243,2020,37,"['music', 'reality']",1,6.9,405
Netflix,ts222933,2019,60,"['crime', 'documentation', 'drama', 'thriller']",1,7.4,3101
Netflix,ts218307,2019,36,['reality'],1,6.6,377
Netflix,ts270742,2020,48,['documentation'],1,7.7,81
Netflix,ts92405,2020,33,"['crime', 'drama', 'thriller', 'comedy']",1,5.3,2742
Netflix,ts235979,2020,59,"['drama', 'crime', 'thriller']",1,7.3,1557
Netflix,ts231260,2019,36,"['scifi', 'thriller', 'drama']",1,6.7,23
Netflix,ts222599,2019,50,['reality'],1,8.2,2692
Netflix,ts88552,2019,40,"['drama', 'comedy', 'family', 'romance']",2,6.8,720
Netflix,ts238316,2020,58,['reality'],1,8.4,522
Netflix,ts222942,2019,40,"['documentation', 'crime']",1,6.5,345
Netflix,ts251061,2020,21,"['drama', 'scifi', 'animation', 'fantasy', 'history', 'romance', 'action']",2,7.1,136
Netflix,ts236388,2020,47,['reality'],1,7.4,765
Netflix,ts216474,2019,50,"['crime', 'thriller', 'drama']",1,7.2,3484
Netflix,ts90902,2019,63,"['drama', 'romance']",1,7.8,1651
Netflix,ts236859,2020,0,[],1,0.0,0
Netflix,ts252661,2020,30,"['crime', 'documentation']",1,6.4,427
Netflix,ts218802,2019,25,"['documentation', 'sport', 'reality']",1,6.4,3491
Netflix,ts221041,2019,43,"['drama', 'fantasy', 'romance']",1,5.2,25
Netflix,ts250872,2020,30,['reality'],1,5.3,481
Netflix,ts238242,2020,44,"['crime', 'drama', 'thriller']",1,7.3,2706
Netflix,ts251272,2020,40,['reality'],1,5.9,430
Netflix,ts222380,2019,50,"['drama', 'action', 'crime', 'thriller']",2,7.5,1583
Netflix,ts105601,2019,23,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']",2,7.7,296
Netflix,ts215178,2020,52,['drama'],1,7.5,7856
Netflix,ts89361,2020,27,"['scifi', 'animation', 'action', 'fantasy']",2,5.4,610
Netflix,ts88283,2019,44,"['crime', 'scifi', 'drama', 'action', 'fantasy']",1,6.4,13569
Netflix,ts223062,2019,62,"['thriller', 'drama']",1,0.0,0
Netflix,ts214861,2019,23,"['comedy', 'horror', 'reality', 'scifi']",2,5.3,2915
Netflix,ts215718,2020,55,['crime'],1,0.0,0
Netflix,ts88608,2019,38,"['documentation', 'sport']",1,7.3,732
Netflix,ts87471,2020,24,"['action', 'scifi', 'animation', 'drama']",1,7.2,2830
Netflix,ts270465,2020,60,"['documentation', 'crime', 'history']",1,7.8,1624
Netflix,ts222835,2019,38,['drama'],1,6.5,1234
Netflix,ts270439,2020,36,['reality'],1,5.7,587
Netflix,ts253722,2020,36,"['reality', 'music']",1,6.5,446
Netflix,ts237014,2020,44,['drama'],1,0.0,0
Netflix,ts237239,2020,46,[],1,0.0,0
Netflix,ts104485,2019,49,"['drama', 'action', 'thriller']",1,6.2,1372
Netflix,ts104507,2019,42,['drama'],1,6.7,809
Netflix,ts256784,2020,14,[],2,0.0,0
Netflix,ts88151,2019,46,"['crime', 'drama', 'thriller']",1,7.4,23001
Netflix,ts106015,2019,25,"['animation', 'action', 'sport']",2,8.0,5411
Netflix,ts86978,2019,23,"['scifi', 'action', 'animation', 'comedy', 'drama', 'fantasy', 'thriller']",2,6.7,664
Netflix,ts78324,2019,13,"['comedy', 'family', 'animation']",3,5.7,1134
Netflix,ts103360,2020,52,"['fantasy', 'thriller', 'action', 'drama', 'scifi', 'war']",1,6.8,3706
Netflix,ts268099,2020,4,"['action', 'animation']",1,6.6,112
Netflix,ts224794,2020,26,['scifi'],2,0.0,0
Netflix,ts268997,2020,40,['scifi'],1,6.5,197
Netflix,ts101874,2019,41,"['crime', 'drama', 'thriller', 'scifi']",1,7.3,2684
Netflix,ts214579,2019,9,"['fantasy', 'scifi', 'animation', 'comedy', 'family']",2,7.4,85
Netflix,ts235862,2020,73,['drama'],1,7.6,196
Netflix,ts81646,2019,44,"['thriller', 'drama', 'fantasy', 'horror']",1,6.4,8843
Netflix,ts187070,2019,27,['family'],2,6.7,573
Netflix,ts220248,2019,48,['reality'],1,0.0,0
Netflix,ts252141,2020,24,"['comedy', 'family', 'animation']",2,6.3,334
Netflix,ts111206,2019,26,"['action', 'comedy', 'crime', 'drama', 'family', 'animation']",6,5.9,1557
Netflix,ts104483,2019,50,"['thriller', 'horror', 'drama']",1,6.5,4051
Netflix,ts236182,2020,28,"['comedy', 'drama']",1,5.1,2019
Netflix,ts89336,2019,23,"['animation', 'comedy', 'family', 'fantasy']",4,6.6,157
Netflix,ts88166,2019,33,['reality'],3,6.3,324
Netflix,ts89251,2019,56,['drama'],1,7.4,8443
Netflix,ts223110,2019,51,['reality'],2,6.9,654
Netflix,ts88312,2020,58,"['drama', 'music']",1,7.2,3075
Netflix,ts189314,2019,23,"['comedy', 'reality']",2,6.7,581
Netflix,ts185885,2020,48,"['history', 'thriller', 'drama']",1,6.8,2370
Netflix,ts214463,2019,46,['drama'],2,7.9,157
Netflix,ts86927,2019,63,"['drama', 'comedy', 'romance']",1,7.6,3856
Netflix,ts225328,2020,26,"['thriller', 'drama']",1,0.0,0
Netflix,ts218367,2019,26,"['drama', 'romance']",1,5.0,211
Netflix,ts277126,2020,47,"['crime', 'drama', 'thriller']",2,6.7,2058
Netflix,ts214462,2020,48,"['drama', 'history']",1,6.6,194
Netflix,ts88133,2019,45,"['drama', 'comedy', 'romance']",2,7.2,1613
Netflix,ts89583,2019,25,"['comedy', 'animation']",2,7.5,3217
Netflix,ts113506,2019,45,"['documentation', 'drama', 'history', 'romance', 'war']",1,7.3,8834
Netflix,ts105608,2020,41,"['crime', 'drama', 'thriller']",1,5.6,586
Netflix,ts90696,2019,46,['drama'],1,7.5,57
Netflix,ts256853,2019,35,"['action', 'fantasy']",1,8.1,1303
Netflix,ts219049,2019,28,"['scifi', 'thriller']",1,6.2,203
Netflix,ts223098,2019,15,['comedy'],1,5.0,43
Netflix,ts227412,2020,9,"['animation', 'comedy', 'family']",1,8.0,662
Netflix,ts220983,2019,39,"['drama', 'action']",1,0.0,0
Netflix,ts221472,2020,37,['comedy'],1,5.2,248
Netflix,ts89958,2019,76,"['action', 'drama', 'fantasy', 'history', 'romance']",3,8.3,4833
Netflix,ts250803,2020,55,['reality'],1,7.9,559
Netflix,ts222049,2020,43,"['history', 'documentation', 'crime']",1,7.6,2253
Netflix,ts222606,2019,80,"['drama', 'comedy', 'action']",1,7.7,213
Netflix,ts89347,2019,34,['documentation'],2,7.9,3011
Netflix,ts214280,2019,45,"['action', 'crime']",1,6.4,1185
Netflix,ts222803,2019,33,"['documentation', 'comedy', 'drama', 'sport']",1,7.2,1167
Netflix,ts84129,2019,29,"['comedy', 'family', 'drama']",2,6.0,3210
Netflix,ts114080,2019,48,"['drama', 'romance', 'scifi', 'thriller', 'comedy']",1,6.2,1112
Netflix,ts225647,2020,68,['drama'],1,0.0,0
Netflix,ts86744,2019,63,"['drama', 'romance']",1,8.0,6189
Netflix,ts222512,2019,34,['reality'],1,6.6,119
Netflix,ts93482,2019,24,"['animation', 'comedy', 'family', 'horror', 'scifi']",4,7.3,1505
Netflix,ts251783,2020,13,[],1,0.0,0
Netflix,ts266898,2020,44,['reality'],1,6.1,158
Netflix,ts89832,2019,63,"['scifi', 'crime', 'fantasy', 'romance', 'comedy']",1,7.1,2786
Netflix,ts90413,2019,11,['animation'],3,6.6,200
Netflix,ts101503,2019,29,['comedy'],3,4.6,374
Netflix,ts253549,2020,16,"['family', 'documentation']",2,0.0,0
Netflix,ts267956,2020,50,"['thriller', 'drama']",1,0.0,0
Netflix,ts102933,2019,52,"['drama', 'sport']",2,6.9,495
Netflix,ts112667,2020,9,"['animation', 'comedy', 'family']",6,7.8,270
Netflix,ts88699,2019,44,"['drama', 'family']",1,7.0,4425
Netflix,ts221174,2019,12,"['animation', 'family']",2,6.4,102
Netflix,ts218277,2019,47,"['thriller', 'crime', 'drama', 'sport']",1,7.3,1714
Netflix,ts314648,2020,6,['documentation'],1,7.0,169
Netflix,ts90511,2019,44,['crime'],1,7.3,901
Netflix,ts189629,2020,62,"['thriller', 'documentation', 'crime', 'history']",1,7.5,611
Netflix,ts222634,2019,24,"['comedy', 'fantasy', 'drama']",1,7.7,2223
Netflix,ts90995,2019,178,"['documentation', 'history']",1,7.6,554
Netflix,ts241460,2020,39,"['drama', 'thriller']",2,0.0,0
Netflix,ts268890,2020,30,"['drama', 'romance']",1,7.6,2914
Netflix,ts237071,2020,40,"['drama', 'crime', 'horror', 'thriller']",1,6.9,517
Netflix,ts269283,2020,29,"['comedy', 'drama']",1,0.0,0
Netflix,ts252122,2020,9,"['horror', 'thriller']",1,5.7,1109
Netflix,ts221363,2019,44,"['drama', 'crime']",1,7.6,5483
Netflix,ts89331,2019,35,"['drama', 'romance']",1,6.6,883
Netflix,ts219422,2019,55,"['romance', 'thriller', 'comedy', 'drama']",1,7.9,2723
Netflix,ts88821,2019,45,"['drama', 'comedy', 'romance']",1,7.2,687
Netflix,ts88336,2019,27,"['reality', 'romance']",2,6.3,1248
Netflix,ts85510,2019,56,"['reality', 'music']",2,7.6,1677
Netflix,ts222980,2019,38,['reality'],1,4.6,1424
Netflix,ts357033,2020,23,"['drama', 'comedy']",1,0.0,0
Netflix,ts88169,2019,64,"['thriller', 'drama', 'romance', 'comedy', 'crime', 'horror']",1,6.7,874
Netflix,ts224956,2020,47,['reality'],1,0.0,0
Netflix,ts90063,2019,40,"['drama', 'comedy', 'romance']",1,8.1,2511
Netflix,ts45322,2019,36,"['drama', 'romance']",1,7.9,141
Netflix,ts222362,2019,6,"['comedy', 'animation']",1,8.0,36
Netflix,ts223115,2019,46,"['family', 'romance', 'comedy']",1,8.0,23
Netflix,ts86940,2019,30,['comedy'],1,6.5,450
Netflix,ts187386,2020,25,['family'],1,6.7,206
Netflix,ts223078,2019,33,['reality'],1,0.0,0
Netflix,ts237304,2020,14,[],4,0.0,0
Netflix,ts269844,2020,37,['drama'],1,8.0,6900
Netflix,ts222625,2019,42,"['comedy', 'drama', 'romance']",1,7.8,453
Netflix,ts306090,2020,24,"['action', 'animation', 'comedy', 'crime', 'drama']",1,7.9,5679
Netflix,ts103935,2019,53,"['drama', 'romance', 'action']",1,7.4,809
Netflix,ts321758,2019,63,"['drama', 'thriller', 'romance', 'action']",1,8.1,9225
Netflix,ts315066,2020,40,"['scifi', 'drama', 'fantasy', 'horror']",1,5.7,1360
Netflix,ts288350,2020,2,"['comedy', 'scifi', 'music', 'drama', 'family', 'fantasy', 'documentation']",1,8.4,10697
Netflix,ts89340,2019,42,"['war', 'drama', 'thriller', 'crime']",1,7.6,848
Netflix,ts103890,2019,19,"['crime', 'family', 'comedy']",2,8.2,933
Netflix,ts226410,2020,46,"['drama', 'fantasy', 'romance', 'action', 'comedy']",1,7.9,682
Netflix,ts245653,2019,34,"['drama', 'comedy']",1,0.0,0
Netflix,ts267987,2020,54,['reality'],3,7.5,795
Netflix,ts288353,2020,46,"['scifi', 'drama', 'thriller']",1,6.5,2281
Netflix,ts89363,2019,13,['family'],3,7.1,60
Netflix,ts218500,2019,23,"['action', 'comedy', 'family', 'fantasy', 'animation', 'scifi']",2,6.0,363
Netflix,ts351349,2020,32,['documentation'],1,7.8,1470
Netflix,ts317497,2019,29,"['comedy', 'action']",2,6.5,2281
Netflix,ts91741,2019,58,['drama'],1,6.8,1388
Netflix,ts227426,2020,55,"['drama', 'romance']",1,7.5,462
Netflix,ts110703,2019,54,['reality'],4,6.5,1505
Netflix,ts254737,2020,14,[],7,0.0,0
Netflix,ts296153,2020,29,['comedy'],3,6.8,1296
Netflix,ts224796,2020,49,"['drama', 'fantasy']",1,6.3,811
Netflix,ts236197,2020,12,['animation'],4,0.0,0
Netflix,ts101042,2019,56,"['documentation', 'war']",1,7.1,154
Netflix,ts221891,2019,25,"['action', 'animation', 'family']",1,7.3,152
