platform,id,release_year,runtime,genres,seasons,imdb_score,imdb_votes
Netflix,ts300399,1945,51,['documentation'],1,0.0,0
Netflix,ts22164,1969,30,"['comedy', 'european']",4,8.8,75654
Netflix,ts45948,1972,43,['comedy'],1,8.1,2199
Netflix,ts20681,1989,24,['comedy'],9,8.9,326487
Netflix,ts21715,1984,10,"['animation', 'family', 'fantasy', 'music', 'drama', 'comedy', 'action', 'war']",24,6.5,5528
Netflix,ts2760,1987,10,"['comedy', 'animation', 'family', 'crime', 'european']",13,6.1,1875
Netflix,ts987,1981,14,"['animation', 'comedy', 'family', 'scifi', 'action', 'european']",10,7.4,3678
Netflix,ts20981,2000,48,['reality'],44,7.5,25709
Netflix,ts20339,1999,23,"['action', 'comedy', 'animation', 'scifi', 'fantasy', 'drama']",21,8.9,133488
Netflix,ts21223,1997,22,"['scifi', 'action', 'animation', 'comedy', 'fantasy', 'family']",25,7.4,224
Netflix,ts21567,2000,46,"['comedy', 'drama']",8,8.2,131967
Netflix,ts34435,1998,25,"['scifi', 'western', 'action', 'thriller', 'animation', 'comedy', 'drama']",1,8.9,123834
Netflix,ts20983,1995,24,"['scifi', 'animation', 'action', 'fantasy', 'thriller', 'drama']",1,8.5,73413
Netflix,ts21321,1992,32,"['reality', 'comedy', 'animation', 'documentation', 'drama']",33,6.3,28
Netflix,ts20960,1993,22,"['action', 'scifi', 'family', 'fantasy', 'animation']",29,6.5,23091
Netflix,ts6236,2000,43,['reality'],24,5.5,10811
Netflix,ts22193,1994,26,"['animation', 'comedy', 'family', 'fantasy', 'scifi']",4,7.8,10291
Netflix,ts21034,2000,25,"['animation', 'action', 'comedy', 'drama', 'fantasy', 'romance', 'scifi']",9,7.9,16790
Netflix,ts25252,1998,22,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",7,7.3,21954
Netflix,ts11397,1993,22,"['scifi', 'action', 'comedy', 'western', 'family', 'animation', 'fantasy']",4,6.2,4035
Netflix,ts27693,1996,25,"['family', 'comedy']",4,7.8,16037
Netflix,ts21581,2000,21,"['drama', 'comedy']",8,7.4,4715
Netflix,ts22039,1998,25,['comedy'],4,7.4,1803
Netflix,ts16919,1994,24,"['comedy', 'family', 'music']",11,7.5,7913
Netflix,ts21684,1994,45,"['drama', 'romance']",7,7.8,3341
Netflix,ts25249,1998,20,"['family', 'fantasy', 'music', 'comedy', 'european']",10,8.0,165
Netflix,ts22286,1998,25,"['scifi', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance', 'animation']",4,8.0,5234
Netflix,ts28516,2000,40,"['drama', 'crime']",1,9.0,2630
Netflix,ts20918,1999,19,['comedy'],5,6.9,2486
Netflix,ts20939,1996,21,"['drama', 'family', 'comedy']",6,5.8,3899
Netflix,ts21693,1994,22,"['comedy', 'drama', 'family']",6,6.3,13054
Netflix,ts8570,1992,29,"['comedy', 'family']",14,3.9,7883
Netflix,ts251477,1991,18,['reality'],12,0.0,0
Netflix,ts224786,1991,44,['drama'],1,0.0,0
Netflix,ts4,2008,48,"['drama', 'comedy', 'crime', 'thriller']",5,9.5,1936461
Netflix,ts9,2010,46,"['action', 'drama', 'horror', 'thriller']",11,8.1,1013253
Netflix,ts21469,2005,48,"['drama', 'romance']",19,7.6,316260
Netflix,ts17156,2003,28,['comedy'],5,8.7,309568
Netflix,ts8308,2009,23,['comedy'],6,8.5,271794
Netflix,ts22337,2003,43,"['thriller', 'comedy', 'action', 'crime', 'drama']",20,7.7,137745
Netflix,ts3371,2005,24,"['animation', 'action', 'family', 'fantasy']",3,9.3,324247
Netflix,ts21465,2005,45,"['drama', 'scifi', 'thriller', 'fantasy', 'horror']",15,8.4,453184
Netflix,ts20371,2002,58,"['comedy', 'reality', 'european', 'music']",33,8.7,120892
Netflix,ts288536,2010,58,"['reality', 'european']",13,8.6,11204
Netflix,ts20604,2006,43,"['drama', 'sport']",5,8.7,68182
Netflix,ts20573,2006,25,"['comedy', 'european']",5,8.5,155675
Netflix,ts5716,2001,48,"['reality', 'family', 'action']",34,7.8,14888
Netflix,ts22011,2007,44,"['drama', 'family']",16,8.5,17597
Netflix,ts11313,2006,24,"['animation', 'drama', 'fantasy', 'thriller', 'crime']",1,9.0,334730
Netflix,ts31787,2004,23,"['drama', 'crime', 'thriller', 'animation']",1,8.7,33682
Netflix,ts20305,2002,23,"['action', 'scifi', 'comedy', 'animation', 'fantasy', 'thriller']",6,8.4,107461
Netflix,ts34569,2007,22,"['animation', 'thriller', 'scifi', 'horror', 'fantasy']",1,8.3,2437
Netflix,ts17942,2003,21,"['comedy', 'music']",3,8.8,66715
Netflix,ts327,2010,46,"['scifi', 'documentation', 'fantasy', 'history']",19,8.1,21
Netflix,ts31263,2001,47,['reality'],5,7.7,1269
Netflix,ts15349,2010,46,"['reality', 'documentation']",31,7.0,7997
Netflix,ts12787,2006,24,"['scifi', 'action', 'animation', 'drama', 'thriller', 'war', 'fantasy']",3,8.7,62367
Netflix,ts20640,2009,25,"['reality', 'comedy', 'documentation', 'drama']",21,7.2,17171
Netflix,ts21511,2010,22,"['comedy', 'scifi', 'animation', 'drama', 'music', 'family', 'fantasy']",9,7.7,21497
Netflix,ts29186,2006,23,"['reality', 'drama', 'music']",6,3.7,11389
Netflix,ts6644,2010,58,"['drama', 'european']",4,8.5,27693
Netflix,ts21544,2010,22,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family']",4,7.9,7180
Netflix,ts22018,2007,26,"['family', 'comedy', 'romance']",6,6.7,41021
Netflix,ts22456,2004,25,"['comedy', 'family']",3,7.4,18499
Netflix,ts27541,2005,51,['documentation'],24,0.0,0
Netflix,ts31820,2004,23,"['reality', 'drama']",4,4.8,3917
Netflix,ts19036,2001,23,"['comedy', 'scifi', 'family', 'fantasy', 'animation']",10,7.2,38046
Netflix,ts23752,2009,27,"['comedy', 'drama']",5,8.6,2601
Netflix,ts26091,2004,49,"['crime', 'documentation', 'drama']",2,7.8,21531
Netflix,ts38488,2003,43,"['drama', 'romance']",2,7.8,2632
Netflix,ts30311,2010,24,"['comedy', 'family', 'romance', 'drama', 'music', 'sport']",4,7.0,26452
Netflix,ts22267,2001,25,"['comedy', 'crime']",12,8.6,45813
Netflix,ts22005,2007,23,"['animation', 'drama', 'family', 'action', 'comedy']",6,7.4,11992
Netflix,ts32186,2003,21,"['action', 'family', 'animation', 'comedy', 'fantasy', 'scifi', 'drama', 'thriller']",3,6.2,5003
Netflix,ts22318,2004,23,"['scifi', 'action', 'comedy', 'family', 'fantasy', 'animation', 'thriller', 'european']",8,6.2,6700
Netflix,ts21464,2005,25,"['drama', 'comedy', 'romance', 'family']",4,6.1,16416
Netflix,ts52881,2009,22,"['drama', 'comedy', 'animation', 'music', 'romance']",2,7.8,4300
Netflix,ts1413,2009,58,"['drama', 'romance']",1,7.9,530
Netflix,ts24028,2002,29,"['comedy', 'european']",9,8.9,8365
Netflix,ts21740,2008,25,"['animation', 'comedy', 'drama', 'thriller', 'scifi', 'fantasy', 'crime', 'action', 'horror']",3,8.2,1997
Netflix,ts21688,2009,64,"['comedy', 'drama', 'romance']",1,7.8,12768
Netflix,ts26322,2008,30,"['animation', 'romance', 'comedy', 'drama']",2,8.0,16549
Netflix,ts20544,2006,23,"['comedy', 'drama', 'animation', 'romance']",1,8.2,10614
Netflix,ts14102,2007,22,['animation'],4,4.3,136
Netflix,ts178360,2010,44,"['thriller', 'war', 'action', 'crime', 'horror']",1,6.7,243
Netflix,ts12701,2003,24,"['scifi', 'comedy', 'action', 'fantasy', 'thriller', 'animation', 'family', 'romance']",5,7.3,5361
Netflix,ts20526,2006,22,"['drama', 'comedy', 'romance', 'sport']",10,6.8,4597
Netflix,ts21664,2001,20,['comedy'],5,7.1,2401
Netflix,ts34414,2007,44,['comedy'],1,7.2,236
Netflix,ts21706,2006,25,"['drama', 'scifi', 'family', 'fantasy']",3,7.2,16221
Netflix,ts74928,2009,44,"['documentation', 'history', 'war', 'european']",1,7.6,682
Netflix,ts12444,2010,59,['drama'],1,7.3,106
Netflix,ts1464,2008,44,"['action', 'drama', 'crime', 'thriller', 'comedy']",2,8.0,804
Netflix,ts27459,2008,45,"['action', 'drama']",1,7.0,1422
Netflix,ts911,2010,40,['reality'],10,3.6,728
Netflix,ts20535,2009,18,"['animation', 'comedy', 'family', 'european']",5,5.4,2791
Netflix,ts20358,2002,21,['comedy'],4,7.1,1954
Netflix,ts12815,2009,25,"['comedy', 'drama', 'family', 'music']",4,6.4,13027
Netflix,ts21421,2005,9,"['animation', 'comedy', 'family', 'european']",4,4.0,99
Netflix,ts23797,2009,37,"['action', 'comedy', 'sport', 'crime']",3,7.6,334
Netflix,ts67595,2001,44,"['comedy', 'drama']",1,7.5,365
Netflix,ts23835,2009,6,"['animation', 'comedy', 'family', 'action']",5,7.5,3381
Netflix,ts20398,2002,24,['comedy'],4,8.4,4609
Netflix,ts3666,2007,25,"['scifi', 'comedy', 'drama', 'animation']",1,7.8,936
Netflix,ts21967,2005,18,"['animation', 'drama', 'action', 'comedy', 'family', 'scifi']",6,5.1,8694
Netflix,ts1893,2009,14,"['comedy', 'family', 'fantasy', 'animation', 'european']",3,7.4,1375
Netflix,ts98353,2009,26,"['animation', 'family']",1,6.2,27
Netflix,ts30356,2010,15,"['animation', 'action', 'comedy', 'family']",7,7.6,1207
Netflix,ts17028,2007,21,"['action', 'scifi', 'comedy', 'animation', 'family', 'western']",2,5.8,792
Netflix,ts38159,2008,22,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'european']",3,8.1,1645
Netflix,ts56589,2010,11,"['animation', 'comedy', 'family']",6,5.3,165
Netflix,ts31593,2003,10,"['family', 'animation', 'action', 'scifi', 'comedy', 'fantasy']",7,6.4,104
Netflix,ts21695,2009,61,"['drama', 'action', 'comedy', 'reality', 'romance', 'thriller']",2,7.8,1951
Netflix,ts18653,2008,22,"['action', 'animation', 'comedy']",12,4.4,995
Netflix,ts63295,2006,72,['drama'],1,8.7,1109
Netflix,ts44053,2009,46,['war'],3,0.0,0
Netflix,ts4866,2008,67,"['drama', 'comedy', 'romance']",1,7.4,510
Netflix,ts70843,2005,44,"['drama', 'romance', 'comedy']",1,6.8,148
Netflix,ts29199,2006,56,"['animation', 'comedy']",1,7.9,455
Netflix,ts42914,2010,7,"['comedy', 'family', 'fantasy', 'romance', 'action', 'animation', 'european']",3,6.8,742
Netflix,ts72322,2009,43,"['drama', 'action']",2,6.5,322
Netflix,ts74931,2008,0,"['action', 'family', 'animation', 'comedy']",1,7.0,101
Netflix,ts44663,2010,10,"['animation', 'drama', 'comedy', 'european']",1,7.4,638
Netflix,ts121176,2010,24,"['animation', 'comedy', 'family', 'fantasy', 'horror', 'music', 'scifi']",1,6.5,427
Netflix,ts23808,2009,55,"['documentation', 'comedy']",1,8.1,1822
Netflix,ts39604,2006,48,['drama'],1,7.3,50
Netflix,ts40702,2009,44,['drama'],1,5.4,6
Netflix,ts8614,2010,44,"['drama', 'action']",1,6.7,8
Netflix,ts204466,2002,0,"['romance', 'comedy', 'drama']",1,8.5,201
Netflix,ts188031,2007,15,"['romance', 'drama', 'comedy']",1,6.2,5
Netflix,ts29581,2010,44,"['action', 'drama', 'thriller']",2,8.0,25
Netflix,ts95855,2002,30,['drama'],1,0.0,0
Netflix,ts160526,2005,19,"['reality', 'scifi', 'family']",11,9.5,3207
Netflix,ts20660,2011,54,"['drama', 'comedy']",11,8.6,248907
Netflix,ts278,2011,59,"['scifi', 'drama', 'thriller', 'european']",5,8.8,560631
Netflix,ts8175,2012,57,"['drama', 'history', 'european']",12,8.6,28078
Netflix,ts20564,2011,21,"['comedy', 'romance']",7,7.8,229926
Netflix,ts17598,2012,42,"['drama', 'action', 'crime', 'scifi']",8,7.5,435150
Netflix,ts20436,2012,22,"['comedy', 'action']",5,8.3,23166
Netflix,ts21580,2012,53,"['western', 'drama', 'action', 'crime']",6,8.3,36835
Netflix,ts32835,2011,23,"['action', 'drama', 'animation', 'comedy', 'fantasy']",1,9.0,106715
Netflix,ts20457,2012,23,"['scifi', 'action', 'drama', 'animation', 'comedy', 'family', 'fantasy']",4,8.4,124910
Netflix,ts21503,2012,22,['comedy'],6,7.5,33349
Netflix,ts21095,2012,24,"['action', 'scifi', 'horror', 'comedy', 'family', 'fantasy', 'thriller', 'animation', 'crime', 'drama']",5,7.9,11964
Netflix,ts27680,2012,59,"['drama', 'romance', 'comedy', 'european']",5,8.4,7694
Netflix,ts20433,2012,24,"['animation', 'action', 'thriller', 'comedy', 'drama', 'fantasy', 'horror']",5,8.5,26839
Netflix,ts20429,2012,23,"['scifi', 'action', 'drama', 'animation', 'thriller', 'fantasy', 'comedy', 'romance']",4,7.5,47535
Netflix,ts83043,2011,42,['reality'],8,7.7,226
Netflix,ts34737,2011,42,"['drama', 'thriller', 'action', 'crime']",3,8.0,2445
Netflix,ts20500,2012,45,"['drama', 'crime', 'comedy']",3,7.9,30686
Netflix,ts20458,2012,18,"['action', 'comedy', 'family', 'fantasy', 'scifi', 'animation', 'european']",16,7.4,5649
Netflix,ts9794,2012,17,"['comedy', 'family', 'animation']",11,8.0,13013
Netflix,ts33338,2011,48,"['drama', 'thriller', 'crime', 'european']",2,8.4,27390
Netflix,ts36647,2012,40,"['drama', 'comedy', 'european']",5,8.1,8718
Netflix,ts32561,2011,45,"['comedy', 'drama', 'romance']",1,6.8,169
Netflix,ts27835,2012,22,['documentation'],10,7.6,1573
Netflix,ts34151,2011,25,"['scifi', 'action', 'comedy', 'crime', 'animation']",2,7.2,1131
Netflix,ts27468,2012,22,"['scifi', 'action', 'comedy', 'family', 'animation']",4,6.6,984
Netflix,ts34552,2011,22,['comedy'],2,6.6,508
Netflix,ts9246,2011,24,"['action', 'comedy', 'scifi', 'drama', 'family', 'animation', 'fantasy', 'horror']",2,7.4,13844
Netflix,ts39093,2012,23,['drama'],4,6.9,2921
Netflix,ts18551,2012,27,"['comedy', 'drama', 'european']",5,5.9,20
Netflix,ts22249,2012,24,"['comedy', 'animation', 'sport']",3,8.3,9610
Netflix,ts6879,2012,43,['drama'],2,8.5,831
Netflix,ts128422,2012,16,['drama'],3,6.6,305
Netflix,ts158608,2012,45,['reality'],5,7.9,43
Netflix,ts21081,2012,44,"['drama', 'crime', 'history', 'thriller']",1,8.4,5325
Netflix,ts32460,2011,43,"['comedy', 'drama', 'family']",1,6.9,117
Netflix,ts55532,2012,16,"['animation', 'european']",6,8.2,23
Netflix,ts27586,2012,24,"['action', 'scifi', 'comedy', 'fantasy', 'animation']",3,7.8,4294
Netflix,ts44064,2011,46,"['comedy', 'drama', 'romance']",1,6.5,114
Netflix,ts19779,2012,7,"['animation', 'comedy', 'family']",7,7.4,2139
Netflix,ts167724,2012,25,['comedy'],3,7.6,94
Netflix,ts35426,2011,3,"['animation', 'european']",3,5.0,37
Netflix,ts45996,2012,44,"['reality', 'documentation']",9,7.4,264
Netflix,ts27875,2012,6,"['animation', 'family']",2,6.3,100
Netflix,ts191698,2011,6,"['music', 'animation', 'family']",4,6.4,108
Netflix,ts69208,2012,45,['drama'],1,7.4,132
Netflix,ts33349,2011,14,"['animation', 'comedy', 'family', 'fantasy']",4,6.0,134
Netflix,ts39112,2011,16,"['action', 'animation', 'comedy', 'family', 'fantasy']",3,5.9,16
Netflix,ts81858,2011,2,"['comedy', 'family', 'animation', 'thriller', 'drama', 'horror']",5,7.1,696
Netflix,ts26776,2012,22,"['action', 'scifi', 'family', 'fantasy', 'animation', 'comedy']",2,6.2,433
Netflix,ts58528,2011,43,['reality'],8,7.2,47
Netflix,ts37864,2011,47,"['drama', 'history', 'romance']",1,6.9,174
Netflix,ts60663,2011,44,"['family', 'drama']",1,0.0,0
Netflix,ts16586,2011,43,"['action', 'crime', 'drama']",3,8.6,1425
Netflix,ts39465,2012,44,"['drama', 'romance', 'comedy']",1,6.7,17
Netflix,ts41114,2011,44,['drama'],1,7.9,10
Netflix,ts99814,2011,14,"['animation', 'comedy']",1,8.2,722
Netflix,ts11188,2014,42,"['scifi', 'drama', 'action']",9,7.5,351348
Netflix,ts1639,2013,43,"['drama', 'crime', 'thriller']",10,8.0,255144
Netflix,ts20682,2013,23,"['horror', 'animation', 'action', 'drama', 'fantasy', 'scifi']",4,9.0,325381
Netflix,ts20837,2014,60,"['drama', 'scifi', 'fantasy', 'romance']",6,8.4,163090
Netflix,ts20110,2013,58,"['drama', 'crime', 'european']",6,8.8,567949
Netflix,ts20351,2014,65,"['reality', 'romance', 'european']",16,6.2,2246
Netflix,ts8146,2014,42,"['drama', 'action', 'scifi']",7,7.6,257437
Netflix,ts16045,2014,42,"['reality', 'romance']",9,6.6,2690
Netflix,ts14583,2014,26,"['comedy', 'drama', 'animation']",6,8.8,164213
Netflix,ts6,2013,52,['drama'],6,8.7,510308
Netflix,ts21374,2014,43,"['drama', 'thriller', 'crime']",6,8.1,155357
Netflix,ts20824,2013,43,"['scifi', 'drama', 'fantasy', 'horror']",5,8.3,139044
Netflix,ts20823,2013,59,"['comedy', 'drama', 'crime']",7,8.1,306873
Netflix,ts20280,2014,55,"['action', 'drama', 'history']",2,8.0,74391
Netflix,ts21367,2014,42,"['drama', 'comedy']",5,7.8,46286
Netflix,ts20261,2014,43,"['war', 'thriller', 'drama']",6,7.7,24007
Netflix,ts20108,2014,24,"['comedy', 'action', 'scifi', 'drama', 'family']",5,5.8,6083
Netflix,ts23238,2014,11,"['action', 'scifi', 'animation', 'comedy', 'family', 'fantasy']",2,6.8,6560
Netflix,ts36836,2013,20,['comedy'],1,8.3,4022
Netflix,ts32271,2013,49,['drama'],3,8.6,7585
Netflix,ts35486,2014,54,"['drama', 'comedy']",1,7.3,451
Netflix,ts2727,2013,26,"['comedy', 'drama', 'european']",3,8.1,33776
Netflix,ts35682,2013,46,"['drama', 'crime', 'thriller']",9,8.6,22886
Netflix,ts75104,2014,45,"['crime', 'action']",2,6.2,730
Netflix,ts88394,2014,28,"['documentation', 'family']",3,8.6,516
Netflix,ts32060,2013,24,"['family', 'comedy', 'drama']",1,5.6,10400
Netflix,ts22426,2014,23,"['action', 'scifi', 'animation', 'drama', 'fantasy', 'romance']",2,7.1,3656
Netflix,ts314002,2014,24,"['action', 'scifi', 'fantasy', 'animation', 'comedy']",5,7.9,33572
Netflix,ts98340,2014,84,['western'],1,0.0,0
Netflix,ts35570,2014,25,"['comedy', 'european']",3,8.0,21080
Netflix,ts353019,2013,34,[],2,0.0,0
Netflix,ts42168,2014,57,"['action', 'drama', 'war', 'history']",5,7.9,37909
Netflix,ts20014,2014,24,"['animation', 'scifi', 'comedy', 'drama', 'fantasy', 'romance', 'action', 'family']",4,7.8,2249
Netflix,ts20709,2013,24,"['comedy', 'drama', 'sport', 'animation']",5,7.7,894
Netflix,ts32218,2013,24,"['comedy', 'scifi', 'action', 'drama', 'family']",4,5.7,6034
Netflix,ts20336,2014,57,"['drama', 'romance', 'action', 'crime', 'thriller', 'european']",4,8.1,6360
Netflix,ts22383,2013,10,"['animation', 'comedy', 'family', 'european']",4,5.4,2023
Netflix,ts21368,2014,76,"['action', 'romance', 'crime', 'drama']",2,7.5,6662
Netflix,ts2161,2013,3,"['animation', 'family', 'comedy', 'fantasy', 'action', 'european']",4,6.2,893
Netflix,ts34066,2013,25,"['comedy', 'scifi', 'drama', 'action', 'family', 'fantasy', 'romance']",4,6.7,4236
Netflix,ts20883,2014,23,"['comedy', 'family']",4,5.2,2909
Netflix,ts57744,2014,14,['animation'],9,0.0,0
Netflix,ts35244,2014,43,['reality'],5,7.1,1230
Netflix,ts83239,2014,4,"['animation', 'family', 'comedy']",4,7.0,452
Netflix,ts53641,2013,23,['animation'],3,4.4,114
Netflix,ts37187,2014,46,"['crime', 'drama', 'romance']",5,6.9,415
Netflix,ts22445,2013,59,"['comedy', 'drama', 'romance']",1,7.5,11588
Netflix,ts34074,2013,63,['drama'],1,7.6,1990
Netflix,ts20781,2014,73,['drama'],1,8.5,2209
Netflix,ts33840,2013,23,"['scifi', 'romance', 'animation', 'drama', 'fantasy']",2,7.4,1263
Netflix,ts10206,2013,29,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'music', 'romance']",5,7.8,1326
Netflix,ts3799,2014,23,"['comedy', 'family', 'fantasy', 'animation', 'action']",5,7.1,2169
Netflix,ts82979,2014,9,"['comedy', 'drama', 'family', 'action', 'animation', 'fantasy', 'european']",5,6.1,411
Netflix,ts35628,2014,24,"['comedy', 'documentation', 'reality']",4,8.5,22
Netflix,ts36127,2013,19,"['comedy', 'family', 'sport', 'scifi', 'animation', 'action']",3,6.4,648
Netflix,ts76743,2013,23,"['action', 'animation', 'drama', 'fantasy', 'family', 'comedy']",2,6.2,204
Netflix,ts75833,2014,6,"['family', 'animation']",1,6.2,70
Netflix,ts20238,2014,45,"['comedy', 'romance']",1,7.2,511
Netflix,ts32752,2013,44,"['family', 'comedy', 'drama']",1,7.8,68
Netflix,ts121189,2014,29,"['history', 'documentation']",4,8.9,363
Netflix,ts124246,2014,20,"['animation', 'action']",4,4.7,70
Netflix,ts82860,2014,44,['drama'],1,7.7,13
Netflix,ts122290,2014,44,['drama'],1,8.5,339
Netflix,ts271005,2014,44,[],1,0.0,0
Netflix,ts98110,2013,23,['animation'],1,7.3,332
Netflix,ts144527,2014,44,['drama'],1,5.0,7
Netflix,ts8,2015,50,"['drama', 'crime']",6,8.9,554383
Netflix,ts37143,2015,51,"['reality', 'documentation']",9,8.4,5927
Netflix,ts38796,2016,61,"['drama', 'scifi', 'thriller', 'fantasy', 'horror']",5,8.7,1220079
Netflix,ts42069,2016,55,"['drama', 'history', 'european']",5,8.6,226759
Netflix,ts41766,2016,23,"['scifi', 'comedy', 'drama', 'fantasy', 'romance']",4,8.2,166967
Netflix,ts53664,2015,41,"['drama', 'action', 'war', 'thriller']",4,8.3,31881
Netflix,ts36952,2015,22,['comedy'],4,8.1,7225
Netflix,ts36631,2015,52,"['drama', 'crime', 'thriller']",3,8.8,432307
Netflix,ts36577,2015,55,"['action', 'war', 'drama', 'history', 'european']",5,8.5,145471
Netflix,ts37539,2015,24,"['action', 'comedy', 'animation', 'fantasy', 'scifi']",2,8.7,165506
Netflix,ts36147,2016,47,"['scifi', 'crime', 'drama', 'fantasy']",6,8.1,331313
Netflix,ts42062,2015,21,"['action', 'family', 'fantasy', 'romance', 'animation']",6,7.7,10102
Netflix,ts42120,2016,45,"['drama', 'scifi', 'thriller']",3,8.0,58694
Netflix,ts38199,2015,44,"['scifi', 'fantasy', 'drama']",5,7.6,52523
Netflix,ts35554,2015,43,"['drama', 'thriller', 'comedy', 'crime', 'horror']",3,7.1,42255
Netflix,ts36885,2015,30,"['scifi', 'action', 'comedy', 'horror', 'fantasy', 'thriller']",3,8.4,70087
Netflix,ts36129,2015,42,['comedy'],4,7.8,21195
Netflix,ts11670,2015,23,"['comedy', 'family', 'animation', 'fantasy', 'western', 'action']",6,6.6,2092
Netflix,ts53051,2016,55,"['scifi', 'fantasy', 'drama']",2,7.8,107084
Netflix,ts36550,2016,42,"['drama', 'action', 'scifi']",7,6.8,101178
Netflix,ts35563,2015,42,"['drama', 'scifi', 'action']",6,6.2,125626
Netflix,ts41956,2016,44,"['war', 'action', 'drama', 'thriller']",3,7.5,93970
Netflix,ts38718,2016,46,"['crime', 'drama', 'horror', 'thriller']",5,6.7,15108
Netflix,ts21869,2015,62,"['scifi', 'thriller', 'drama']",2,8.2,156667
Netflix,ts21885,2015,30,"['comedy', 'drama']",4,7.6,74019
Netflix,ts38511,2016,32,"['comedy', 'drama', 'romance']",3,7.7,43762
Netflix,ts21981,2015,42,"['scifi', 'drama', 'horror', 'comedy', 'crime']",5,7.8,69960
Netflix,ts47714,2016,22,['comedy'],5,8.2,19955
Netflix,ts35251,2015,29,"['drama', 'comedy']",7,8.2,53536
Netflix,ts35793,2015,42,['reality'],9,8.3,3912
Netflix,ts42077,2016,54,"['drama', 'war', 'history', 'romance', 'thriller', 'european']",3,7.9,20107
Netflix,ts70529,2016,31,"['drama', 'comedy', 'history']",3,7.7,19684
Netflix,ts37866,2015,55,"['drama', 'comedy', 'european']",4,8.3,15307
Netflix,ts41975,2016,41,"['action', 'war', 'drama']",3,7.5,38638
Netflix,ts42014,2016,46,['reality'],7,7.6,2909
Netflix,ts41961,2016,42,"['drama', 'action', 'crime', 'thriller']",5,8.0,31402
Netflix,ts36015,2015,43,"['action', 'drama']",3,7.9,47556
Netflix,ts18010,2015,57,"['drama', 'thriller']",3,7.9,54443
Netflix,ts47636,2016,55,"['drama', 'romance', 'comedy']",1,7.9,1760
Netflix,ts38783,2016,50,"['war', 'thriller']",3,7.4,8566
Netflix,ts81573,2016,50,['reality'],7,5.8,198
Netflix,ts42022,2016,54,"['drama', 'crime', 'thriller', 'action']",5,8.2,4295
Netflix,ts42169,2016,22,"['drama', 'scifi', 'thriller', 'animation', 'fantasy']",1,8.5,50009
Netflix,ts39007,2016,42,"['scifi', 'action', 'drama', 'fantasy', 'horror']",5,6.2,22950
Netflix,ts42170,2016,30,"['comedy', 'european']",1,7.7,22820
Netflix,ts41149,2016,30,"['comedy', 'drama', 'western']",5,7.5,40282
Netflix,ts53287,2016,44,"['drama', 'documentation', 'history', 'war']",3,7.0,8323
Netflix,ts38734,2016,46,"['drama', 'crime', 'european']",3,7.4,33131
Netflix,ts80596,2016,45,"['war', 'drama']",1,7.9,104
Netflix,ts83224,2016,27,['comedy'],2,7.6,959
Netflix,ts38090,2015,54,"['drama', 'history', 'romance', 'war', 'documentation', 'comedy', 'european']",3,7.9,17431
Netflix,ts38731,2016,51,"['war', 'drama', 'history', 'european']",2,7.1,4072
Netflix,ts38204,2015,62,"['documentation', 'crime']",2,8.6,97801
Netflix,ts42119,2016,42,['drama'],5,7.5,5521
Netflix,ts144323,2015,35,"['reality', 'documentation', 'comedy']",1,7.9,13
Netflix,ts42257,2016,71,"['scifi', 'thriller', 'crime', 'drama', 'fantasy']",2,8.5,7677
Netflix,ts38304,2015,29,['comedy'],3,7.3,3861
Netflix,ts42090,2016,59,"['documentation', 'sport']",5,8.4,7166
Netflix,ts37464,2015,45,"['war', 'drama', 'thriller']",3,7.6,9391
Netflix,ts21986,2015,41,"['drama', 'scifi', 'comedy', 'fantasy']",7,7.3,11293
Netflix,ts36046,2015,24,"['comedy', 'family', 'drama']",6,5.3,3549
Netflix,ts37971,2015,32,"['drama', 'comedy']",3,8.2,74164
Netflix,ts42089,2016,29,"['comedy', 'drama', 'family', 'romance']",2,6.0,7489
Netflix,ts38710,2016,43,"['western', 'action', 'drama', 'fantasy', 'thriller']",4,7.3,23521
Netflix,ts36177,2015,53,"['scifi', 'thriller', 'drama', 'horror']",3,7.3,17240
Netflix,ts38415,2016,47,"['action', 'drama', 'history', 'western']",3,7.1,22184
Netflix,ts41852,2016,53,"['drama', 'crime', 'european']",2,7.5,1125
Netflix,ts36856,2015,28,"['comedy', 'animation', 'drama']",5,8.0,38713
Netflix,ts43209,2015,45,"['documentation', 'history', 'european']",2,7.6,1786
Netflix,ts82825,2015,47,['drama'],1,6.3,60
Netflix,ts78442,2016,30,['documentation'],2,6.8,616
Netflix,ts52838,2016,46,"['drama', 'scifi', 'thriller', 'action']",4,7.3,26468
Netflix,ts53099,2016,59,"['drama', 'crime', 'european']",3,7.6,11670
Netflix,ts83450,2016,84,"['crime', 'drama']",1,7.0,249
Netflix,ts42687,2015,15,"['fantasy', 'scifi', 'animation', 'action', 'comedy', 'family', 'european']",5,5.3,1370
Netflix,ts261760,2016,43,['documentation'],1,0.0,0
Netflix,ts84398,2016,24,"['drama', 'comedy', 'romance']",4,8.2,7083
Netflix,ts58068,2016,47,"['crime', 'documentation']",6,7.1,2747
